
uid,i__start_size,i__cons_marry_allow_thr,i__cons_marry_chance,d__incident_rate,c__gen_count,c__min_offspring,c__max_offspring,c__min_gen_grow,c__max_gen_grow,c__death_age,c__min_marry_age,c__max_marry_age,c__gene_healthy_weight,c__gene_trait_weight,c__gene_affect_weight,s__stop_marry_prop,s__cons_marry_prop,s__die_dis_count,s__die_age_count,s__stop_marry_count,s__offspring_count,s__cons_marry_count,s__marry_count,s__end_size,s__end_kid_count,s__end_senior_count,s__end_male_unmarry_count,s__end_female_unmarry_count,s__end_male_marry_count,s__end_female_marry_count
b003_r007_p446,4000,2,0.2,0.014331382888070609,11,0,6,16,19,80,18,60,0.8,0.2,0,6.185248183083347e-05,0.09904128653162209,2775,46532,4,193631,6405,64670,148324,65460,0,55,0,41460,41349
b003_r007_p447,4000,2,0.4,0.0138058837155432,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012341298613146567,0.18963947981426346,2682,47063,8,194265,12293,64823,148520,65717,8,210,0,41300,41285
b003_r007_p448,4000,2,0.6,0.01410982784920462,11,0,6,16,19,80,18,60,0.8,0.2,0,9.760065067100448e-05,0.26168361122407485,2590,44800,6,183560,16087,61475,140170,61515,0,0,483,39032,39140
b003_r007_p449,4000,2,0.8,0.015561618449500669,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013891461381737358,0.3278847934802741,3023,46736,9,194260,21243,64788,148501,65535,0,0,126,41422,41418
b003_r007_p450,4000,3,0,0.013948146569868054,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00032799687622022647,0.0,2684,46432,21,192427,0,64025,147311,65508,0,0,184,40850,40769
b003_r007_p451,4000,3,0.2,0.015182816855222167,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20670427709262662,0.0,2778,44741,12604,182970,0,60976,139451,61530,10,678,0,38489,38744
b003_r007_p452,4000,3,0.4,0.013010769310042768,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4064925027052095,0.0,2525,46223,26296,194070,0,64690,149322,66105,0,0,56,41598,41563
b003_r007_p453,4000,3,0.6,0.014075296942669697,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6183440021818999,0.0,2626,45420,38542,186568,0,62331,142522,62807,0,0,472,39805,39438
b003_r007_p454,4000,3,0.8,0.01423391901828047,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8305273771693963,0.0,2807,46410,54363,197205,0,65456,151988,67364,0,122,0,42422,42080
b003_r007_p455,4000,4,0,0.01358448719330941,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006922970415839757,0.0,2646,46792,45,194781,0,65001,149343,65515,0,0,618,41737,41473
b003_r007_p456,4000,4,0.2,0.0140671616796088,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20873050259965337,0.0,2730,46097,13489,194069,0,64624,149242,66030,0,0,58,41623,41531
b003_r007_p457,4000,4,0.4,0.013143409574795054,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4258407733100624,0.0,2352,43558,25375,178949,0,59588,137039,60865,7,462,0,37672,38033
b003_r007_p458,4000,4,0.6,0.014089956472674513,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6068438120129713,0.0,2622,44806,37614,186090,0,61983,142662,63043,4,455,0,39595,39565
b003_r007_p459,4000,4,0.8,0.013109673095851395,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8269587645079105,0.0,2504,45686,52583,191004,0,63586,146814,64699,0,0,626,40669,40820
b003_r007_p460,16000,0,0,0.013294778217395923,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10262,183400,0,771882,0,257278,594220,262918,0,124,0,165564,165614
b003_r007_p461,16000,0,0.2,0.014512328745629565,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09977326039027408,11099,184678,0,764798,25478,255359,585021,257987,2,967,0,162851,163214
b003_r007_p462,16000,0,0.4,0.014227590101653148,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18720811399703052,11085,186251,0,779120,48544,259305,597784,263931,5,1484,0,166043,166321
b003_r007_p463,16000,0,0.6,0.014342109598971892,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2596212680454289,10881,182705,0,758675,65767,253319,581089,256729,1,426,0,161904,162029
b003_r007_p464,16000,0,0.8,0.015119141562040389,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3252609537851043,11534,185015,0,762874,82950,255026,582325,256954,0,331,0,162293,162747
b003_r007_p465,16000,2,0,0.013719930370057608,11,0,6,16,19,80,18,60,0.8,0.2,0,2.2810912740655128e-05,0.0,10853,187459,6,791039,0,263032,608727,270054,0,0,66,169288,169319
b003_r007_p466,16000,2,0.2,0.014257891114948648,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7283428045804977e-05,0.09960400053007804,10981,184506,7,770170,25555,256566,590683,261961,0,0,96,164633,163993
b003_r007_p467,16000,2,0.4,0.014697563298716266,11,0,6,16,19,80,18,60,0.8,0.2,0,1.968627945067406e-05,0.1858148544790223,11172,185451,5,760126,47194,253984,579503,256115,0,0,871,161652,160865
b003_r007_p468,16000,2,0.6,0.014783138015171898,11,0,6,16,19,80,18,60,0.8,0.2,0,3.835708915721804e-05,0.26068628503920094,11560,187555,10,781972,67963,260708,598857,264680,0,305,0,166834,167038
b003_r007_p469,16000,2,0.8,0.01485418476800284,11,0,6,16,19,80,18,60,0.8,0.2,0,7.840646696539531e-06,0.3273587605505702,11386,183872,2,766518,83503,255081,587260,260443,0,0,527,163328,162962
b003_r007_p470,16000,3,0,0.012693659266371265,11,0,6,16,19,80,18,60,0.8,0.2,0,9.534124538548372e-05,0.0,9995,188187,25,787401,0,262216,605219,267971,0,0,1002,168311,167935
b003_r007_p471,16000,3,0.2,0.01398665958870912,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2021322914619721,0.0,10908,188040,52460,779886,0,259533,596938,265412,2,0,474,165162,165888
b003_r007_p472,16000,3,0.4,0.013631778058007566,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40123956929321075,0.0,10810,189533,105977,793000,0,264124,608657,269732,0,0,210,169391,169324
b003_r007_p473,16000,3,0.6,0.013707354644953755,11,0,6,16,19,80,18,60,0.8,0.2,0,0.61046979239924,0.0,10589,184373,157116,772505,0,257369,593543,263171,0,4,0,165096,165272
b003_r007_p474,16000,3,0.8,0.013423483729360822,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8172832264257309,0.0,10568,188817,214563,787277,0,262532,603892,266829,0,0,816,168359,167888
b003_r007_p475,16000,4,0,0.013954079363667552,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013353579904006838,0.0,10982,187116,35,787010,0,262102,604912,267346,0,478,0,168584,168504
b003_r007_p476,16000,4,0.2,0.013185407557266854,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20182617305983788,0.0,10102,183718,51568,766150,0,255507,588330,260786,3,242,0,163637,163662
b003_r007_p477,16000,4,0.4,0.013611844186633242,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40061796088915924,0.0,10197,180798,100096,749127,0,249854,574132,254957,0,254,0,159266,159655
b003_r007_p478,16000,4,0.6,0.013237970152845105,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6053304414295343,0.0,10563,188927,160757,797932,0,265569,614442,271750,0,480,0,171257,170955
b003_r007_p479,16000,4,0.8,0.013630544565601982,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8111404976520753,0.0,10594,186752,210392,777225,0,259378,595879,263178,0,0,695,165803,166203
b003_r008_p480,1000,0,0,0.015834789650910022,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,743,11311,0,46922,0,15586,35868,15897,0,0,109,9992,9870
b003_r008_p481,1000,0,0.2,0.013234970270865449,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10196339434276207,601,10821,0,45410,1532,15025,34988,15638,0,0,121,9645,9584
b003_r008_p482,1000,0,0.4,0.014405888538380651,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.19463513857106535,685,11538,0,47550,3062,15732,36327,16356,0,35,0,9924,10012
b003_r008_p483,1000,0,0.6,0.015742004881883247,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.266297241765768,761,11424,0,48342,4277,16061,37157,16441,0,0,13,10365,10338
b003_r008_p484,1000,0,0.8,0.013341003119538043,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33811022567468024,603,10859,0,45199,5049,14933,34737,15453,1,274,0,9476,9533
b003_r008_p485,1000,2,0,0.014105919482718806,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005240174672489083,0.0,733,12211,9,51964,0,17175,40020,17834,0,47,0,11058,11081
b003_r008_p486,1000,2,0.2,0.013962929092409608,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003341129301703976,0.10410958904109589,626,10968,5,44833,1558,14965,34239,14964,0,0,312,9518,9445
b003_r008_p487,1000,2,0.4,0.014192163177670424,11,0,6,16,19,80,18,60,0.8,0.2,0,6.429627724554748e-05,0.19095994341927602,661,11407,1,46575,2970,15553,35507,15648,0,148,0,9865,9846
b003_r008_p488,1000,2,0.6,0.01724432720255978,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00029280433350413584,0.2747236659102555,706,10280,4,40941,3753,13661,30955,13722,1,160,0,8463,8609
b003_r008_p489,1000,2,0.8,0.013065594617877508,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00030866102845854683,0.3416260262979196,637,11740,5,48754,5534,16199,37377,16614,0,0,104,10399,10260
b003_r008_p490,1000,3,0,0.013970164015494932,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0012981393336218088,0.0,678,11692,21,48532,0,16177,37162,16368,0,132,0,10391,10271
b003_r008_p491,1000,3,0.2,0.015045786484293498,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21153979840111228,0.0,649,10770,3043,43135,0,14385,32716,14573,0,0,137,9111,8895
b003_r008_p492,1000,3,0.4,0.015307440578711678,11,0,6,16,19,80,18,60,0.8,0.2,0,0.42806903288831,0.0,711,10956,6573,46448,0,15355,35781,15742,0,0,285,9856,9898
b003_r008_p493,1000,3,0.6,0.013718246720903205,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6430538172715895,0.0,661,11732,10276,48184,0,15980,36791,16282,4,242,0,10048,10215
b003_r008_p494,1000,3,0.8,0.013221241520169232,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8418240898826899,0.0,725,12618,15285,54836,0,18157,42493,18758,0,0,39,11888,11808
b003_r008_p495,1000,4,0,0.012012516538211143,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0023318837839541185,0.0,572,11201,37,47617,0,15867,36844,16282,0,29,0,10276,10257
b003_r008_p496,1000,4,0.2,0.018002453741956484,11,0,6,16,19,80,18,60,0.8,0.2,0,0.217633100993623,0.0,719,10632,2935,39939,0,13486,29588,12961,0,0,282,8218,8127
b003_r008_p497,1000,4,0.4,0.013944899605212889,11,0,6,16,19,80,18,60,0.8,0.2,0,0.411862033855161,0.0,657,11425,6472,47114,0,15714,36032,15964,0,64,0,9985,10019
b003_r008_p498,1000,4,0.6,0.012629161882893225,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6057704343472274,0.0,605,11806,9679,47905,0,15978,36494,16194,0,0,150,10070,10080
b003_r008_p499,1000,4,0.8,0.01357909168063021,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8094960487109729,0.0,624,11275,12497,45953,0,15438,35054,15377,0,0,74,9802,9801
b003_r008_p500,4000,0,0,0.013902133267617404,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2595,46130,0,186662,0,62330,141937,63287,5,85,0,39065,39495
b003_r008_p501,4000,0,0.2,0.014502563192117353,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10205133320034576,2614,44153,0,180244,6139,60156,137477,60667,9,636,0,38011,38154
b003_r008_p502,4000,0,0.4,0.01469423320659062,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1912305372481914,2597,43085,0,176736,11287,59023,135054,59649,3,423,0,37379,37600
b003_r008_p503,4000,0,0.6,0.016057320701802387,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2738482060402914,2817,43268,0,175434,16013,58474,133349,58771,7,831,0,36606,37134
b003_r008_p504,4000,0,0.8,0.014826037264439306,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32979397781299524,2789,46169,0,188115,20810,63100,143157,62760,0,0,366,40124,39907
b003_r008_p505,4000,2,0,0.013494844223586823,11,0,6,16,19,80,18,60,0.8,0.2,0,7.879723894474738e-05,0.0,2569,46020,5,190369,0,63454,145780,64840,0,0,46,40611,40283
b003_r008_p506,4000,2,0.2,0.013829007109534682,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00015629640049389661,0.09904502899298229,2659,46274,10,192277,6337,63981,147344,65219,0,0,436,40804,40885
b003_r008_p507,4000,2,0.4,0.014498360688262924,11,0,6,16,19,80,18,60,0.8,0.2,0,2.9839612085042895e-05,0.18272286460276016,2923,47638,2,201609,12247,67025,155048,68395,0,241,0,43224,43188
b003_r008_p508,4000,2,0.6,0.014382809640821875,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00014092005135752983,0.26301944696708734,2751,46036,9,191270,16798,63866,146483,64773,0,10,0,40926,40774
b003_r008_p509,4000,2,0.8,0.014285934283675639,11,0,6,16,19,80,18,60,0.8,0.2,0,7.736584762022653e-05,0.3292071547935879,2783,46109,5,194807,21276,64628,149915,66476,0,287,0,41546,41606
b003_r008_p510,4000,3,0,0.01444445014177815,11,0,6,16,19,80,18,60,0.8,0.2,0,9.235600160083736e-05,0.0,2817,47066,6,195023,0,64966,149140,65726,2,546,0,41405,41461
b003_r008_p511,4000,3,0.2,0.013021683030285053,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21116696749556216,0.0,2634,47133,14156,202278,0,67037,156511,69446,0,0,123,43562,43380
b003_r008_p512,4000,3,0.4,0.014034388828475759,11,0,6,16,19,80,18,60,0.8,0.2,0,0.42326296206422387,0.0,2607,45427,26164,185758,0,61815,141724,62557,24,884,0,38993,39266
b003_r008_p513,4000,3,0.6,0.013123546201586608,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6066516209704474,0.0,2584,47139,39783,196898,0,65578,151175,66952,0,0,206,42016,42001
b003_r008_p514,4000,3,0.8,0.013325351196804393,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8401767715924949,0.0,2582,46448,54183,193766,0,64490,148736,65667,0,0,536,41421,41112
b003_r008_p515,4000,4,0,0.012848303958519422,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0007678483907858193,0.0,2359,44536,47,183604,0,61210,140709,62547,0,252,0,38800,39110
b003_r008_p516,4000,4,0.2,0.01351386729078638,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20825589819510504,0.0,2581,46115,13223,190989,0,63494,146293,65117,5,291,0,40284,40596
b003_r008_p517,4000,4,0.4,0.013300147378618763,11,0,6,16,19,80,18,60,0.8,0.2,0,0.41687967653483293,0.0,2581,46472,26910,194058,0,64551,149005,66094,2,266,0,41164,41479
b003_r008_p518,4000,4,0.6,0.013757292943534599,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6157946041129488,0.0,2615,46650,39167,190081,0,63604,144816,64107,0,149,0,40422,40138
b003_r008_p519,4000,4,0.8,0.014450417629287364,11,0,6,16,19,80,18,60,0.8,0.2,0,0.820068916152015,0.0,2602,43440,49264,180064,0,60073,138022,61035,0,0,248,38377,38362
b003_r008_p520,16000,0,0,0.01339726679093195,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,9969,179488,0,744107,0,247953,570650,252756,10,1427,0,157992,158465
b003_r008_p521,16000,0,0.2,0.014183560958734609,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09892462256893993,10947,185549,0,771809,25463,257398,591313,261996,0,0,70,164538,164709
b003_r008_p522,16000,0,0.4,0.014022447177465798,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1857354269570064,10957,186885,0,781390,48320,260155,599548,265752,1,355,0,166348,167092
b003_r008_p523,16000,0,0.6,0.014133181695126895,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2596132206520305,10911,185125,0,772013,66907,257718,591977,261340,0,0,326,165109,165202
b003_r008_p524,16000,0,0.8,0.014284910565574124,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3234218395585938,10918,183992,0,764303,82415,254822,585393,259674,0,0,67,162743,162909
b003_r008_p525,16000,2,0,0.013259618957321683,11,0,6,16,19,80,18,60,0.8,0.2,0,4.6174091717137515e-05,0.0,10349,185642,12,780490,0,259886,600499,266255,0,111,0,166956,167177
b003_r008_p526,16000,2,0.2,0.013780640342552827,11,0,6,16,19,80,18,60,0.8,0.2,0,2.687026651465773e-05,0.09932018225717916,10775,186556,7,781894,25874,260511,600563,265701,0,0,396,167192,167274
b003_r008_p527,16000,2,0.4,0.014164903787478134,11,0,6,16,19,80,18,60,0.8,0.2,0,1.5269331928554798e-05,0.18604917488347592,11142,187106,4,786592,48738,261963,604344,267069,0,0,443,168403,168429
b003_r008_p528,16000,2,0.6,0.013960991234246014,11,0,6,16,19,80,18,60,0.8,0.2,0,1.933914281183401e-05,0.26174756230104856,10827,185812,5,775518,67673,258543,594879,263225,0,0,377,165556,165721
b003_r008_p529,16000,2,0.8,0.014630292858539258,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7885668758091824e-05,0.32570859476147795,11001,181652,7,751933,81761,251025,575280,254589,0,0,293,160125,160273
b003_r008_p530,16000,3,0,0.013900060754537235,11,0,6,16,19,80,18,60,0.8,0.2,0,4.723851513600756e-05,0.0,10593,183611,12,762083,0,254030,583879,258957,1,437,0,161906,162578
b003_r008_p531,16000,3,0.2,0.013454480797495866,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20643669507703064,0.0,10518,186951,53746,781747,0,260351,600278,265173,0,0,1354,167110,166641
b003_r008_p532,16000,3,0.4,0.013891297177283199,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4137072261986469,0.0,10655,183914,105485,767027,0,254975,588458,261869,0,0,547,163717,162325
b003_r008_p533,16000,3,0.6,0.012808720434572807,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6140061352075487,0.0,9901,185424,158125,772989,0,257530,593664,262520,0,0,1507,165102,164535
b003_r008_p534,16000,3,0.8,0.013691697826759257,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8079694314776064,0.0,10714,187181,210817,782518,0,260922,600623,265605,0,355,0,167442,167221
b003_r008_p535,16000,4,0,0.013546482773032416,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00019962814365397788,0.0,10372,184179,51,765660,0,255475,587109,259976,0,0,361,163887,162885
b003_r008_p536,16000,4,0.2,0.013449514262091773,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20262277522063446,0.0,10411,185065,52209,774080,0,257666,594604,264087,0,250,0,165319,164948
b003_r008_p537,16000,4,0.4,0.01373437264401424,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4083858134616443,0.0,10475,182543,103886,762685,0,254382,585667,259439,0,0,7,163504,162717
b003_r008_p538,16000,4,0.6,0.013393420886475564,11,0,6,16,19,80,18,60,0.8,0.2,0,0.60799628189828,0.0,10182,183934,154366,760224,0,253893,582108,257388,7,855,0,161801,162057
b003_r008_p539,16000,4,0.8,0.014164982233106367,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8126637966992751,0.0,10799,183658,206519,762373,0,254126,583916,259038,0,0,283,162583,162012
b003_r009_p540,1000,0,0,0.013032449925653809,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,596,11174,0,45732,0,15335,34962,15418,0,45,0,9809,9690
b003_r009_p541,1000,0,0.2,0.013908883524174437,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10394623011911892,628,11098,0,45151,1562,15027,34425,15232,0,224,0,9428,9541
b003_r009_p542,1000,0,0.4,0.013688430698739977,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.19062228654124458,717,12295,0,52380,3293,17275,40368,17927,2,179,0,11095,11165
b003_r009_p543,1000,0,0.6,0.016635636047102064,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2643793424539789,688,10360,0,41357,3691,13961,31309,13613,0,130,0,8774,8792
b003_r009_p544,1000,0,0.8,0.016967935773038467,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3394796297645944,689,10307,0,40606,4658,13721,30610,13383,0,0,90,8619,8518
b003_r009_p545,1000,2,0,0.014793753748417335,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005959080977289281,0.0,666,11085,9,45019,0,15103,34268,14981,0,0,166,9606,9515
b003_r009_p546,1000,2,0.2,0.01519453440397498,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005947660586835844,0.0999867829764737,685,11127,9,45082,1513,15132,34270,15077,4,0,51,9527,9611
b003_r009_p547,1000,2,0.4,0.013865672281513865,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003238132245320899,0.1891069231267405,647,11113,5,46662,2920,15441,35902,16069,0,0,63,9866,9904
b003_r009_p548,1000,2,0.6,0.015129005100777497,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00044516990651431964,0.27177622792699213,611,9999,6,40386,3663,13478,30776,13633,0,0,182,8575,8386
b003_r009_p549,1000,2,0.8,0.01398927016904545,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003650301149844862,0.33357668674332297,691,11781,6,49395,5483,16437,37923,16653,0,0,176,10502,10592
b003_r009_p550,1000,3,0,0.014155819497478956,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0017701352889113668,0.0,671,11519,28,47401,0,15818,36211,15793,1,297,0,10027,10093
b003_r009_p551,1000,3,0.2,0.0118983791809296,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20523126391293595,0.0,577,11394,3319,48494,0,16172,37523,16453,0,0,118,10428,10524
b003_r009_p552,1000,3,0.4,0.013883001271725308,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4201718103722558,0.0,655,11581,6603,47180,0,15715,35944,15965,1,129,0,9895,9954
b003_r009_p553,1000,3,0.6,0.012926412771534094,11,0,6,16,19,80,18,60,0.8,0.2,0,0.644683795655575,0.0,651,12048,10714,50362,0,16619,38663,17322,6,141,0,10569,10625
b003_r009_p554,1000,3,0.8,0.01470708224543081,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8229948154925282,0.0,721,11760,13493,49024,0,16395,37543,16495,0,12,0,10499,10537
b003_r009_p555,1000,4,0,0.014702165304574943,11,0,6,16,19,80,18,60,0.8,0.2,0,0.003526226308166992,0.0,698,11506,56,47476,0,15881,36272,15853,0,0,152,10102,10165
b003_r009_p556,1000,4,0.2,0.01294453198236831,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20395327942497754,0.0,649,11926,3405,50137,0,16695,38562,17088,0,6,0,10722,10746
b003_r009_p557,1000,4,0.4,0.014399666094699254,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4192318358291736,0.0,621,10842,6047,43126,0,14424,32663,14484,2,165,0,8941,9071
b003_r009_p558,1000,4,0.6,0.014266958424507658,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6175742574257426,0.0,652,11313,9481,45700,0,15352,34735,15243,0,0,99,9756,9637
b003_r009_p559,1000,4,0.8,0.014128546612623047,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8119427742069252,0.0,610,10512,11748,43175,0,14469,33053,14624,0,0,3,9229,9197
b003_r009_p560,4000,0,0,0.01402957001680465,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2730,46783,0,194589,0,64817,149076,65831,0,394,0,41477,41374
b003_r009_p561,4000,0,0.2,0.013961782921711385,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10018790962005591,2748,47633,0,196823,6558,65457,150442,67094,0,67,0,41730,41551
b003_r009_p562,4000,0,0.4,0.013986231010743122,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18990347310593128,2704,46598,0,193333,12237,64438,148031,65436,0,315,0,41058,41222
b003_r009_p563,4000,0,0.6,0.014685063379361415,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2666797392029021,2697,44578,0,183656,16320,61197,140381,62085,0,0,480,39075,38741
b003_r009_p564,4000,0,0.8,0.014137254065127395,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3313551730756926,2650,45362,0,187448,20715,62516,143436,63469,0,0,264,39915,39788
b003_r009_p565,4000,2,0,0.013931762131085958,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00011405109489051095,0.0,2559,44642,7,183681,0,61376,140480,61959,5,396,0,38960,39160
b003_r009_p566,4000,2,0.2,0.014101739249665124,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00011065094369447694,0.09939616199298157,2674,45505,7,189622,6288,63262,145443,64386,1,33,0,40517,40506
b003_r009_p567,4000,2,0.4,0.013847332198215772,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001643925694558606,0.18873910899227356,2513,44249,10,181479,11481,60830,138717,60950,0,0,355,38815,38597
b003_r009_p568,4000,2,0.6,0.013524465606321548,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013650634754516086,0.26341174864631206,2670,47114,9,197420,17367,65931,151636,66858,0,0,19,42417,42342
b003_r009_p569,4000,2,0.8,0.01498778227165487,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00014215988248116382,0.3295108120488398,2846,46053,9,189888,20861,63309,144989,64238,0,0,179,40287,40285
b003_r009_p570,4000,3,0,0.013134361167454362,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003002056408639918,0.0,2629,47106,20,200162,0,66621,154427,68274,0,16,0,43161,42976
b003_r009_p571,4000,3,0.2,0.013488199728916121,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20721666742759745,0.0,2657,47069,13616,196987,0,65709,151261,66500,0,0,412,42232,42117
b003_r009_p572,4000,3,0.4,0.01421005243366347,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4130152804580974,0.0,2683,46117,26110,188810,0,63218,144010,63253,1,431,0,40070,40255
b003_r009_p573,4000,3,0.6,0.013459565487802933,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6212954549077749,0.0,2532,45655,38972,188119,0,62727,143932,63792,0,0,341,39978,39821
b003_r009_p574,4000,3,0.8,0.012982009268277021,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8282145552041357,0.0,2426,45406,51587,186874,0,62287,143042,63222,11,637,0,39548,39624
b003_r009_p575,4000,4,0,0.01404279906725273,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006785934608266502,0.0,2722,47161,44,193836,0,64840,147953,65091,0,343,0,41274,41245
b003_r009_p576,4000,4,0.2,0.013789032026819035,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21299359025085068,0.0,2616,45954,13458,189716,0,63185,145146,64289,7,392,0,40037,40421
